JP Object Name,Global Object Name,Internal Name,LOD1,LOD1 Hash,LOD2,LOD2 Hash,LOD3,LOD3 Hash,LOD4,LOD4 Hash,Collision,Common (Animation, if existant),Effect,Trait 1,Trait 2,Trait 3,Trait 4,Trait 5,Trait 6,Trait 7,Trait 8,Null Hashes indicate unfound files
￥アセットコントローラ,materials2_088,ob_6000_9999,object/map_object/ob_6000_9999_l1.ice,ce\d8358d3ef0579e71e28221193ae288,object/map_object/ob_6000_9999_l2.ice,,object/map_object/ob_6000_9999_l3.ice,,object/map_object/ob_6000_9999_l4.ice,,object/map_object/ob_6000_9999_col.ice,,object/map_object/ob_6000_9999_com.ice,9d\71c6db8084d6e4297cadba45c22357,object/map_object/ob_6000_9999_eff.ice,,[0],[0],[0],[Access],[0],[Common_1],[0],[0]
ゴーカ：アニマル芝床,Fancy - Animal Grass,ob_6000_0398,object/map_object/ob_6000_0398_l1.ice,8a\72b6c8ba78daaf04d764c4046e81ce,object/map_object/ob_6000_0398_l2.ice,,object/map_object/ob_6000_0398_l3.ice,,object/map_object/ob_6000_0398_l4.ice,,object/map_object/ob_6000_0398_col.ice,f7\72680beccda02e8d39bf09b444f3a2,object/map_object/ob_6000_0398_com.ice,3b\54b078ac5c2b49176cf03042eb1e6f,object/map_object/ob_6000_0398_eff.ice,,[Materials],[Ma_Floor],[0],[Access],[0],[Common_1],[0],[0]
ゴーカ：アニマル屋外柵,Fancy - Animal Exterior Fence,ob_6000_0399,object/map_object/ob_6000_0399_l1.ice,68\fa98abae97f6e3a3a11b05b11a4d09,object/map_object/ob_6000_0399_l2.ice,,object/map_object/ob_6000_0399_l3.ice,,object/map_object/ob_6000_0399_l4.ice,,object/map_object/ob_6000_0399_col.ice,d9\de257f4e56ba614c1e2943623a78b8,object/map_object/ob_6000_0399_com.ice,ca\b26551fe2e80f8b05d7ddd85a4861f,object/map_object/ob_6000_0399_eff.ice,,[Materials],[Ma_Fence],[0],[Access],[0],[Common_1],[0],[0]
ソニック：土台,Sonic - Block,ob_6000_0296,object/map_object/ob_6000_0296_l1.ice,03\d80567a61c085f82e0f7cfccc3646b,object/map_object/ob_6000_0296_l2.ice,,object/map_object/ob_6000_0296_l3.ice,,object/map_object/ob_6000_0296_l4.ice,,object/map_object/ob_6000_0296_col.ice,cd\aaaee6ecc29a52f86f87e5ced90e4b,object/map_object/ob_6000_0296_com.ice,fb\a3bea25499ddef2c7c46f98681a99d,object/map_object/ob_6000_0296_eff.ice,,[Collaboration],[None],[0],[Access],[0],[Common_1],[0],[0]
ソニック：床,Sonic - Floor,ob_6000_0297,object/map_object/ob_6000_0297_l1.ice,4f\1fc3e7f82083c9d2702bf0bcd9d77a,object/map_object/ob_6000_0297_l2.ice,,object/map_object/ob_6000_0297_l3.ice,,object/map_object/ob_6000_0297_l4.ice,,object/map_object/ob_6000_0297_col.ice,f9\2e39284bee28dd51231d824198895e,object/map_object/ob_6000_0297_com.ice,f7\5c807147547102fe307e299011d961,object/map_object/ob_6000_0297_eff.ice,,[Collaboration],[None],[0],[Access],[0],[Common_1],[0],[0]
ソニック：ループ台,Sonic - Loop,ob_6000_0298,object/map_object/ob_6000_0298_l1.ice,6d\678642a4e9a716a536bd7d8a780755,object/map_object/ob_6000_0298_l2.ice,,object/map_object/ob_6000_0298_l3.ice,,object/map_object/ob_6000_0298_l4.ice,,object/map_object/ob_6000_0298_col.ice,80\c97edc47534b034a58e514738e6871,object/map_object/ob_6000_0298_com.ice,c2\04b474a84b429a87e3e013224480ce,object/map_object/ob_6000_0298_eff.ice,,[Collaboration],[None],[0],[Access],[0],[Common_1],[0],[0]
エアル：内壁,Ael - Interior Wall,ob_6000_0242,object/map_object/ob_6000_0242_l1.ice,41\87b1d3cc0124574dbc3b068df0b150,object/map_object/ob_6000_0242_l2.ice,,object/map_object/ob_6000_0242_l3.ice,,object/map_object/ob_6000_0242_l4.ice,,object/map_object/ob_6000_0242_col.ice,ff\d5efd526fd8ca51296ca6f955e338e,object/map_object/ob_6000_0242_com.ice,97\5787f86fd0d0b43876519d5c0051e6,object/map_object/ob_6000_0242_eff.ice,,[Materials],[Ma_Wall],[0],[Access],[0],[Common_1],[0],[0]
リテナ：内壁,Ret - Interior Wall,ob_6000_0345,object/map_object/ob_6000_0345_l1.ice,af\47bcf99918f1281861ba0178f168a6,object/map_object/ob_6000_0345_l2.ice,,object/map_object/ob_6000_0345_l3.ice,,object/map_object/ob_6000_0345_l4.ice,,object/map_object/ob_6000_0345_col.ice,85\c657ec87918cbabaf831c91988ed85,object/map_object/ob_6000_0345_com.ice,0e\a89e26d70bf3c6c50ffdf7315e208e,object/map_object/ob_6000_0345_eff.ice,,[Materials],[Ma_Wall],[0],[Access],[0],[Common_1],[0],[0]
ノクト：基礎,Noct - Foundation,ob_6000_0401,object/map_object/ob_6000_0401_l1.ice,dc\2bd7a18ba039dc14c3ad0d879e0f24,object/map_object/ob_6000_0401_l2.ice,,object/map_object/ob_6000_0401_l3.ice,,object/map_object/ob_6000_0401_l4.ice,,object/map_object/ob_6000_0401_col.ice,bb\b98dbdc315884d5ebc20074fee1f1b,object/map_object/ob_6000_0401_com.ice,ab\de3f24d29c4f5d9893f97bb50289a2,object/map_object/ob_6000_0401_eff.ice,,[Materials],[Ma_Base],[0],[Access],[0],[Common_1],[0],[0]
ノクト：屋外床B,Noct - Exterior Floor B,ob_6000_0402,object/map_object/ob_6000_0402_l1.ice,89\c6420e034da753b92cdd0c80e28728,object/map_object/ob_6000_0402_l2.ice,,object/map_object/ob_6000_0402_l3.ice,,object/map_object/ob_6000_0402_l4.ice,,object/map_object/ob_6000_0402_col.ice,33\8107f309a502daa1f5eef5608d9315,object/map_object/ob_6000_0402_com.ice,de\8b056ad2cdd76eef52b353a1a991cf,object/map_object/ob_6000_0402_eff.ice,,[Materials],[Ma_Floor],[0],[Access],[0],[Common_1],[0],[0]
ノクト：屋外床,Noct - Exterior Floor,ob_6000_0403,object/map_object/ob_6000_0403_l1.ice,42\d3d3b30c507adf0bbcfa66d4b0d78a,object/map_object/ob_6000_0403_l2.ice,,object/map_object/ob_6000_0403_l3.ice,,object/map_object/ob_6000_0403_l4.ice,,object/map_object/ob_6000_0403_col.ice,60\dcb922e876448750926c61cd94fb24,object/map_object/ob_6000_0403_com.ice,c4\ec3d3420dd2ae69f8da09aac9e66fd,object/map_object/ob_6000_0403_eff.ice,,[Materials],[Ma_Floor],[0],[Access],[0],[Common_1],[0],[0]
ノクト：屋内床,Noct - Interior Floor,ob_6000_0404,object/map_object/ob_6000_0404_l1.ice,5d\284c72a601349f7448d60f4b9a9228,object/map_object/ob_6000_0404_l2.ice,,object/map_object/ob_6000_0404_l3.ice,,object/map_object/ob_6000_0404_l4.ice,,object/map_object/ob_6000_0404_col.ice,f8\b50194fe3c4c50f0c497ef167b923f,object/map_object/ob_6000_0404_com.ice,cf\ca8ae2617e889e295288da894de5cd,object/map_object/ob_6000_0404_eff.ice,,[Materials],[Ma_Floor],[0],[Access],[0],[Common_1],[0],[0]
ノクト：屋内床B,Noct - Interior Floor B,ob_6000_0405,object/map_object/ob_6000_0405_l1.ice,25\d9a08db86d99b428e89469bdeb5f08,object/map_object/ob_6000_0405_l2.ice,,object/map_object/ob_6000_0405_l3.ice,,object/map_object/ob_6000_0405_l4.ice,,object/map_object/ob_6000_0405_col.ice,32\2f035a5c32170fb5dfd485f343a214,object/map_object/ob_6000_0405_com.ice,83\b94829067ebf940ddf381abf0d37c7,object/map_object/ob_6000_0405_eff.ice,,[Materials],[Ma_Floor],[0],[Access],[0],[Common_1],[0],[0]
ノクト：屋上床,Noct - Rooftop Floor,ob_6000_0406,object/map_object/ob_6000_0406_l1.ice,c9\33d68dba6e4733d8301e77b572f1bf,object/map_object/ob_6000_0406_l2.ice,,object/map_object/ob_6000_0406_l3.ice,,object/map_object/ob_6000_0406_l4.ice,,object/map_object/ob_6000_0406_col.ice,53\9600f9ff8eb85bc98a6e8bbdd4bcc0,object/map_object/ob_6000_0406_com.ice,8b\b407369150696c5a113834a105d8f3,object/map_object/ob_6000_0406_eff.ice,,[Materials],[Ma_Roof],[0],[Access],[0],[Common_1],[0],[0]
ノクト：屋内小型床,Noct - Interior Small Floor,ob_6000_0407,object/map_object/ob_6000_0407_l1.ice,fe\c5775fd74d2c0981a041d194a20722,object/map_object/ob_6000_0407_l2.ice,,object/map_object/ob_6000_0407_l3.ice,,object/map_object/ob_6000_0407_l4.ice,,object/map_object/ob_6000_0407_col.ice,9d\e68a7d87a748a07cb1e95cefa3833a,object/map_object/ob_6000_0407_com.ice,08\8fce64801a30bbcb2132445ea612bc,object/map_object/ob_6000_0407_eff.ice,,[Materials],[Ma_Floor],[0],[Access],[0],[Common_1],[0],[0]
ノクト：屋内三角床,Noct - Int. Triangular Floor,ob_6000_0408,object/map_object/ob_6000_0408_l1.ice,96\8c921267464c1afc240482accfbe47,object/map_object/ob_6000_0408_l2.ice,,object/map_object/ob_6000_0408_l3.ice,,object/map_object/ob_6000_0408_l4.ice,,object/map_object/ob_6000_0408_col.ice,2a\7153cbc8bbf96c034335e1007c5e97,object/map_object/ob_6000_0408_com.ice,c7\ac9aa8abf8766d3fc148e0183afc44,object/map_object/ob_6000_0408_eff.ice,,[Materials],[Ma_Floor],[0],[Access],[0],[Common_1],[0],[0]
ノクト：屋内三角床B,Noct - Int. Triangular Floor B,ob_6000_0409,object/map_object/ob_6000_0409_l1.ice,c9\8b9b8daa86420fd3387bb70d12f317,object/map_object/ob_6000_0409_l2.ice,,object/map_object/ob_6000_0409_l3.ice,,object/map_object/ob_6000_0409_l4.ice,,object/map_object/ob_6000_0409_col.ice,d5\7eb510a6dbca7f127315b651652cc7,object/map_object/ob_6000_0409_com.ice,89\d8676f1c97df2d86a100b73fb29cc1,object/map_object/ob_6000_0409_eff.ice,,[Materials],[Ma_Floor],[0],[Access],[0],[Common_1],[0],[0]
ノクト：屋上三角床,Noct - Rooftop Triangular Floor,ob_6000_0410,object/map_object/ob_6000_0410_l1.ice,f3\d7e617ded424ac0add70c85052de46,object/map_object/ob_6000_0410_l2.ice,,object/map_object/ob_6000_0410_l3.ice,,object/map_object/ob_6000_0410_l4.ice,,object/map_object/ob_6000_0410_col.ice,fe\2b374619ccc9ece50a503ad978c0e7,object/map_object/ob_6000_0410_com.ice,0a\ebc901763cb9f90ce3396bd662b5e2,object/map_object/ob_6000_0410_eff.ice,,[Materials],[Ma_Roof],[0],[Access],[0],[Common_1],[0],[0]
ノクト：外壁,Noct - Exterior Wall,ob_6000_0411,object/map_object/ob_6000_0411_l1.ice,c4\db48ac24bf2f72667c15c935140522,object/map_object/ob_6000_0411_l2.ice,,object/map_object/ob_6000_0411_l3.ice,,object/map_object/ob_6000_0411_l4.ice,,object/map_object/ob_6000_0411_col.ice,26\7a735d540ede167a6793e8303c5397,object/map_object/ob_6000_0411_com.ice,ac\8068cbeb2a01cf970ef0499bfa7b61,object/map_object/ob_6000_0411_eff.ice,,[Materials],[Ma_Wall],[0],[Access],[0],[Common_1],[0],[0]
ノクト：窓付き外壁,Noct - Ext. Wall w/Window,ob_6000_0412,object/map_object/ob_6000_0412_l1.ice,d0\222ce4524af9b506c8df8f1b5adb08,object/map_object/ob_6000_0412_l2.ice,,object/map_object/ob_6000_0412_l3.ice,,object/map_object/ob_6000_0412_l4.ice,,object/map_object/ob_6000_0412_col.ice,5d\227f7ce3481adc9305312c5e4226c2,object/map_object/ob_6000_0412_com.ice,bd\4f38c17d6e6085eac35d957315ed8b,object/map_object/ob_6000_0412_eff.ice,,[Materials],[Ma_Wall],[0],[Access],[0],[Common_1],[0],[0]
ノクト：玄関,Noct - Entryway,ob_6000_0413,object/map_object/ob_6000_0413_l1.ice,30\9e9485bd141446ca1fbb733c04939d,object/map_object/ob_6000_0413_l2.ice,,object/map_object/ob_6000_0413_l3.ice,,object/map_object/ob_6000_0413_l4.ice,,object/map_object/ob_6000_0413_col.ice,cf\ddbabfed40c7ffe58253074ecc15bf,object/map_object/ob_6000_0413_com.ice,8d\df19a54752dde9a11aa3ea3a7e52ec,object/map_object/ob_6000_0413_eff.ice,3b\9950569c027cfae1137596da6b83ce,[Materials],[Ma_Wall],[SendDoorOpen_SendDoorClose],[0],[OpenDoor_CloseDoor],[Common_1],[0],[0]
ノクト：屋内ドア,Noct - Interior Door,ob_6000_0414,object/map_object/ob_6000_0414_l1.ice,e2\bb7d3a8cb86ef3b0d23ae7fdf0fe10,object/map_object/ob_6000_0414_l2.ice,,object/map_object/ob_6000_0414_l3.ice,,object/map_object/ob_6000_0414_l4.ice,,object/map_object/ob_6000_0414_col.ice,15\8ae0ac8d3bf9e620400eaab7cf041f,object/map_object/ob_6000_0414_com.ice,d8\52e4d8d9bec9cd28c53aa4091cfeca,object/map_object/ob_6000_0414_eff.ice,70\52eee4f3a9a05ac7f381589a6998e1,[Materials],[Ma_Wall],[SendDoorOpen_SendDoorClose],[0],[OpenDoor_CloseDoor],[Common_1],[0],[0]
ノクト：外壁B,Noct - Exterior Wall B,ob_6000_0415,object/map_object/ob_6000_0415_l1.ice,30\5564c0a6cc62c0ca674c61741ba1b0,object/map_object/ob_6000_0415_l2.ice,,object/map_object/ob_6000_0415_l3.ice,,object/map_object/ob_6000_0415_l4.ice,,object/map_object/ob_6000_0415_col.ice,30\662b484bdb6995f2d6a978a0cf57f8,object/map_object/ob_6000_0415_com.ice,62\b25cbfa13080b5969a4693d9922da5,object/map_object/ob_6000_0415_eff.ice,,[Materials],[Ma_Wall],[0],[Access],[0],[Common_1],[0],[0]
ノクト：大型玄関,Noct - Large Entryway,ob_6000_0416,object/map_object/ob_6000_0416_l1.ice,42\d318f7a03817cb151797b7de91f5d9,object/map_object/ob_6000_0416_l2.ice,,object/map_object/ob_6000_0416_l3.ice,,object/map_object/ob_6000_0416_l4.ice,,object/map_object/ob_6000_0416_col.ice,d2\b4f58b30c8809fc4e1a9c1a5f32834,object/map_object/ob_6000_0416_com.ice,cb\8f70bb81ce87d5ef812d060419a2b5,object/map_object/ob_6000_0416_eff.ice,18\7b7156ee388a97ce79d79c51259866,[Materials],[Ma_Wall],[SendDoorOpen_SendDoorClose],[0],[OpenDoor_CloseDoor],[Common_1],[0],[0]
ノクト：斜め外壁,Noct - Diagonal Exterior Wall,ob_6000_0417,object/map_object/ob_6000_0417_l1.ice,4f\0949ee2681abf4d28171c865a536b6,object/map_object/ob_6000_0417_l2.ice,,object/map_object/ob_6000_0417_l3.ice,,object/map_object/ob_6000_0417_l4.ice,,object/map_object/ob_6000_0417_col.ice,3c\505861b7a891db641859dbaf7fdc9a,object/map_object/ob_6000_0417_com.ice,a1\e6e92cb41c6b4968927615a5f4562f,object/map_object/ob_6000_0417_eff.ice,,[Materials],[Ma_Wall],[0],[Access],[0],[Common_1],[0],[0]
ノクト：窓付き斜め外壁,Noct - Diagonal Ext. Wall w/Window,ob_6000_0418,object/map_object/ob_6000_0418_l1.ice,88\8eec87ccb1bf06656fa809e85b5c68,object/map_object/ob_6000_0418_l2.ice,,object/map_object/ob_6000_0418_l3.ice,,object/map_object/ob_6000_0418_l4.ice,,object/map_object/ob_6000_0418_col.ice,c0\5d6e9ae7e3e43646a1973460323bc7,object/map_object/ob_6000_0418_com.ice,98\25ce4c28ac8cd5f5adca95454b5e21,object/map_object/ob_6000_0418_eff.ice,,[Materials],[Ma_Wall],[0],[Access],[0],[Common_1],[0],[0]
ノクト：三角外壁,Noct - Triangular Exterior Wall,ob_6000_0419,object/map_object/ob_6000_0419_l1.ice,58\625d32653ea97468c36529c54fdc11,object/map_object/ob_6000_0419_l2.ice,,object/map_object/ob_6000_0419_l3.ice,,object/map_object/ob_6000_0419_l4.ice,,object/map_object/ob_6000_0419_col.ice,42\1381113d121f3cfb56a33e6e287a84,object/map_object/ob_6000_0419_com.ice,84\3ce745da0d7fcf80c27ac151213e0c,object/map_object/ob_6000_0419_eff.ice,,[Materials],[Ma_Wall],[0],[Access],[0],[Common_1],[0],[0]
ノクト：三角外壁B,Noct - Triangular Exterior Wall B,ob_6000_0420,object/map_object/ob_6000_0420_l1.ice,bb\6643a94c622fa89ea1cda155029209,object/map_object/ob_6000_0420_l2.ice,,object/map_object/ob_6000_0420_l3.ice,,object/map_object/ob_6000_0420_l4.ice,,object/map_object/ob_6000_0420_col.ice,4c\2b2f18c4a2033fe9e6052594c8ac9f,object/map_object/ob_6000_0420_com.ice,47\23a1deeeb3a10ac35a057f3de1aab0,object/map_object/ob_6000_0420_eff.ice,,[Materials],[Ma_Wall],[0],[Access],[0],[Common_1],[0],[0]
ノクト：斜め屋根,Noct - Diagonal Roof,ob_6000_0421,object/map_object/ob_6000_0421_l1.ice,d3\f3a053432f07fcf7d03fc1e49310d7,object/map_object/ob_6000_0421_l2.ice,,object/map_object/ob_6000_0421_l3.ice,,object/map_object/ob_6000_0421_l4.ice,,object/map_object/ob_6000_0421_col.ice,76\898ab1f24ed507f51a7f281872ee9b,object/map_object/ob_6000_0421_com.ice,65\ddbfe1ef26fb3179635b3dbad9015c,object/map_object/ob_6000_0421_eff.ice,,[Materials],[Ma_Roof],[0],[Access],[0],[Common_1],[0],[0]
ノクト：屋外階段,Noct - Exterior Stairs,ob_6000_0422,object/map_object/ob_6000_0422_l1.ice,35\bdb6def74341b607d1140b48b930f2,object/map_object/ob_6000_0422_l2.ice,,object/map_object/ob_6000_0422_l3.ice,,object/map_object/ob_6000_0422_l4.ice,,object/map_object/ob_6000_0422_col.ice,09\7b3befd9e4f9f4c3f16fc85f1bd79f,object/map_object/ob_6000_0422_com.ice,be\2801a8a806085b34daf213a816b218,object/map_object/ob_6000_0422_eff.ice,,[Materials],[Ma_Stair],[0],[Access],[0],[Common_1],[0],[0]
ノクト：屋内階段,Noct - Roof Stairs,ob_6000_0423,object/map_object/ob_6000_0423_l1.ice,f9\25045df76f9c9cbb2502b14ad47a22,object/map_object/ob_6000_0423_l2.ice,,object/map_object/ob_6000_0423_l3.ice,,object/map_object/ob_6000_0423_l4.ice,,object/map_object/ob_6000_0423_col.ice,65\52c68d83a287f01f011ca2ab98384e,object/map_object/ob_6000_0423_com.ice,07\732998145fcf5c332e08d5d2ae4cfa,object/map_object/ob_6000_0423_eff.ice,,[Materials],[Ma_Stair],[0],[Access],[0],[Common_1],[0],[0]
ノクト：屋内急階段,Noct - Steep Stairs,ob_6000_0424,object/map_object/ob_6000_0424_l1.ice,1e\727ce3559e445e8dd2df08cdc3bd7d,object/map_object/ob_6000_0424_l2.ice,,object/map_object/ob_6000_0424_l3.ice,,object/map_object/ob_6000_0424_l4.ice,,object/map_object/ob_6000_0424_col.ice,b5\7ab665dbe009090c59f8fde2cd22cd,object/map_object/ob_6000_0424_com.ice,bc\6c67bef47c4152472083eb2f840822,object/map_object/ob_6000_0424_eff.ice,,[Materials],[Ma_Stair],[0],[Access],[0],[Common_1],[0],[0]
ノクト：汎用支柱,Noct - Generic Pillar,ob_6000_0425,object/map_object/ob_6000_0425_l1.ice,82\cb29c0b3e51c8a664bab7fa63819ee,object/map_object/ob_6000_0425_l2.ice,,object/map_object/ob_6000_0425_l3.ice,,object/map_object/ob_6000_0425_l4.ice,,object/map_object/ob_6000_0425_col.ice,bc\655f0a5c4c835aa995d9a3310dfa93,object/map_object/ob_6000_0425_com.ice,81\33b152a583be51944e0a2027ff0703,object/map_object/ob_6000_0425_eff.ice,,[Materials],[Ma_Pillar],[0],[Access],[0],[Common_1],[0],[0]
ノクト：梁,Noct - Beam,ob_6000_0426,object/map_object/ob_6000_0426_l1.ice,2f\e00505bcc474a1d7de362a50e05b0a,object/map_object/ob_6000_0426_l2.ice,,object/map_object/ob_6000_0426_l3.ice,,object/map_object/ob_6000_0426_l4.ice,,object/map_object/ob_6000_0426_col.ice,b5\0af1e1acf3c9e1092dfa3168ee27cc,object/map_object/ob_6000_0426_com.ice,3e\136b9091413952e65b3c7dce52ed7c,object/map_object/ob_6000_0426_eff.ice,,[Materials],[Ma_Beam],[0],[Access],[0],[Common_1],[0],[0]
ノクト：変型支柱,Noct - Alternate Pillar,ob_6000_0427,object/map_object/ob_6000_0427_l1.ice,10\a5db3a1ded62c49bab6d226ca1a047,object/map_object/ob_6000_0427_l2.ice,,object/map_object/ob_6000_0427_l3.ice,,object/map_object/ob_6000_0427_l4.ice,,object/map_object/ob_6000_0427_col.ice,7c\a089c06f4b9bbd9fcbcfb2f9c10a3d,object/map_object/ob_6000_0427_com.ice,66\a4a233c344f345fe8eabd04b899394,object/map_object/ob_6000_0427_eff.ice,,[Materials],[Ma_Pillar],[0],[Access],[0],[Common_1],[0],[0]
ノクト：大型梁,Noct - Large Beam,ob_6000_0428,object/map_object/ob_6000_0428_l1.ice,7f\8b883602113dca092762066320585e,object/map_object/ob_6000_0428_l2.ice,,object/map_object/ob_6000_0428_l3.ice,,object/map_object/ob_6000_0428_l4.ice,,object/map_object/ob_6000_0428_col.ice,75\9761a5f0f26e67877ac98e01bd9327,object/map_object/ob_6000_0428_com.ice,fc\9d065b8443ca42386ca9efa565878f,object/map_object/ob_6000_0428_eff.ice,,[Materials],[Ma_Beam],[0],[Access],[0],[Common_1],[0],[0]
ノクト：斜め大型梁,Noct - Diagonal Large Beam,ob_6000_0429,object/map_object/ob_6000_0429_l1.ice,94\9ac227d59eaa24b6ba7cf36fa72257,object/map_object/ob_6000_0429_l2.ice,,object/map_object/ob_6000_0429_l3.ice,,object/map_object/ob_6000_0429_l4.ice,,object/map_object/ob_6000_0429_col.ice,d2\36cf47fc6ffb9bb2ac3952cfe925b8,object/map_object/ob_6000_0429_com.ice,26\dbc41f4f6c8c4b80724e31eb1ecb2c,object/map_object/ob_6000_0429_eff.ice,,[Materials],[Ma_Beam],[0],[Access],[0],[Common_1],[0],[0]
ノクト：汎用柵,Noct - Generic Fence,ob_6000_0433,object/map_object/ob_6000_0433_l1.ice,68\b270d18bd12e860c41200b671fb887,object/map_object/ob_6000_0433_l2.ice,,object/map_object/ob_6000_0433_l3.ice,,object/map_object/ob_6000_0433_l4.ice,,object/map_object/ob_6000_0433_col.ice,79\8625acde215ded3d2c506ca67ad7ab,object/map_object/ob_6000_0433_com.ice,b7\4c3058627deb5d2d2e048554513c3f,object/map_object/ob_6000_0433_eff.ice,,[Materials],[Ma_Fence],[0],[Access],[0],[Common_1],[0],[0]
ノクト：屋外三角床,Noct - Ext. Triangular Floor,ob_6000_0437,object/map_object/ob_6000_0437_l1.ice,8f\ae0ee30da712aa09e2c6c97a388764,object/map_object/ob_6000_0437_l2.ice,,object/map_object/ob_6000_0437_l3.ice,,object/map_object/ob_6000_0437_l4.ice,,object/map_object/ob_6000_0437_col.ice,09\b927160fc5ae2ed1644b3c840f3f48,object/map_object/ob_6000_0437_com.ice,35\a87a8f9e33b30c514e5bd79ab0fad6,object/map_object/ob_6000_0437_eff.ice,,[Materials],[Ma_Floor],[0],[Access],[0],[Common_1],[0],[0]
ノクト：屋根,Noct - Roof,ob_6000_0438,object/map_object/ob_6000_0438_l1.ice,59\551be6f0dc77e075cf1ffb6d222b2e,object/map_object/ob_6000_0438_l2.ice,,object/map_object/ob_6000_0438_l3.ice,,object/map_object/ob_6000_0438_l4.ice,,object/map_object/ob_6000_0438_col.ice,90\10cf5a2dd18308d1baf153b5102f69,object/map_object/ob_6000_0438_com.ice,8c\0291fa7e42b0ca644e501f907e2f38,object/map_object/ob_6000_0438_eff.ice,,[Materials],[Ma_Roof],[0],[Access],[0],[Common_1],[0],[0]
ノクト：内壁,Noct - Interior Wall,ob_6000_0442,object/map_object/ob_6000_0442_l1.ice,2f\1a34f025bfa017b8f49d5876ad3066,object/map_object/ob_6000_0442_l2.ice,,object/map_object/ob_6000_0442_l3.ice,,object/map_object/ob_6000_0442_l4.ice,,object/map_object/ob_6000_0442_col.ice,35\b71b1419af019ea6ebe5bb93b4e005,object/map_object/ob_6000_0442_com.ice,7d\30960ce7b08ea57283bc85e55876b3,object/map_object/ob_6000_0442_eff.ice,,[Materials],[Ma_Wall],[0],[Access],[0],[Common_1],[0],[0]
エウロ：基礎,Eur - Foundation,ob_6000_0501,object/map_object/ob_6000_0501_l1.ice,73\a5af7fc61f791237b913fb6babe174,object/map_object/ob_6000_0501_l2.ice,,object/map_object/ob_6000_0501_l3.ice,,object/map_object/ob_6000_0501_l4.ice,,object/map_object/ob_6000_0501_col.ice,e1\5ab56bf867425102e4dd279f25dfd8,object/map_object/ob_6000_0501_com.ice,e7\d5ea0ceba4046cdd36bef0619c47ab,object/map_object/ob_6000_0501_eff.ice,,[Materials],[Ma_Base],[0],[Access],[0],[Common_1],[0],[0]
エウロ：屋外床B,Eur - Exterior Floor B,ob_6000_0502,object/map_object/ob_6000_0502_l1.ice,55\26bccd7b07155d1d8551a1b44c1ae2,object/map_object/ob_6000_0502_l2.ice,,object/map_object/ob_6000_0502_l3.ice,,object/map_object/ob_6000_0502_l4.ice,,object/map_object/ob_6000_0502_col.ice,65\90b5be2fdd52eedd317ceed3297d5f,object/map_object/ob_6000_0502_com.ice,d1\8d87950cdb23937bcfa0868a119af6,object/map_object/ob_6000_0502_eff.ice,,[Materials],[Ma_Floor],[0],[Access],[0],[Common_1],[0],[0]
エウロ：屋外床,Eur - Exterior Floor,ob_6000_0503,object/map_object/ob_6000_0503_l1.ice,03\f56b33111bc6cae4aaaea7ed945ca2,object/map_object/ob_6000_0503_l2.ice,,object/map_object/ob_6000_0503_l3.ice,,object/map_object/ob_6000_0503_l4.ice,,object/map_object/ob_6000_0503_col.ice,23\3e7432abe14dabd26159ecec3318e0,object/map_object/ob_6000_0503_com.ice,b9\836cf327d54994da9358db8eda0bbe,object/map_object/ob_6000_0503_eff.ice,,[Materials],[Ma_Floor],[0],[Access],[0],[Common_1],[0],[0]
