Data is laid out as follows:
Object Name JP (if known),Object Name EN (if known),Object Function,Animation type,category 1,category 2,object unhashed name,object hashed name,object _ex textures hashed name
セラフィポスター,Seraphy Poster,none,motion_none,wall,poster,object/map_object/ob_1000_1000.ice,6f775a73b3c43ff6d610393049373fb6
,,diorama,motion_none,ground,ground,object/map_object/ob_1000_1001.ice,5b8f9742fd9947de5ce6d31ec0d553a3,b7f8f0fc3642e88851dc83b37b31a495
,,diorama,motion_none,ground,ground,object/map_object/ob_1000_1002.ice,0491f0cd15cbfadb7549ee1814050e37,953002174a6ecfb62101d6f7769a0fae
ジオラマベースタイル,Diorama Base Tile,none,motion_none,ground,ground,object/map_object/ob_1000_1003.ice,efa27ebde409471d600b5a6acf249205,1796bfdd4ab179a7720ce59573a410b9
,,tanzaku,motion_none,ground,ground,object/map_object/ob_1000_1004.ice,5d239440c3b544a858120cb0e323b18b,e12c3cbd713577c87e26032827fe9f87
,,none,motion_none,wall,poster,object/map_object/ob_1000_1005.ice,5c19b667d67a13b41f04a53e6db7f940
,,race_machine,motion_none,ground,ground,object/map_object/ob_1000_1006.ice,f28ef7801d607cc4407652016521d957,bf5d105e4246db747de079333e8b62c4
,,none,motion_none,ground,deco,object/map_object/ob_1000_1007.ice,9e4a0027888f3b28f608a9b28d24ce8e
ビクトリースタンド,Victory Stand,custmize,motion_none,ground,ground,object/map_object/ob_1000_1008.ice,99daf7e2782bbc1286bd0fa5990790a1,d0696e1cc4216444fa8b8a43a7f34087
ディストーションツリー,Distorted Tree,none,motion_none,ground,ground,object/map_object/ob_1000_1009.ice,0b4027a9eb4c2cf8ad3f0562999b4a2c,f619270a7dd7e5fb0ccc4b6edc5b02d5
,,none,motion_none,wall,poster,object/map_object/ob_1000_1010.ice,9b97e5811d2c6fd5a4ede19390eb6543
,,none,motion_none,ground,ground,object/map_object/ob_1000_1011.ice,38c204ec794c3a29e04393857b4602a8
,,none,motion_none,ground,ground,object/map_object/ob_1000_1012.ice,7430efca4983c1f097d39a5351a23100
,,none,motion_none,ground,ground,object/map_object/ob_1000_1013.ice,55fe972fbd93fb8f9075f4b32d824692
,,none,motion_none,ground,ground,object/map_object/ob_1000_1014.ice,839b75ea5392e0ccf1c2b1ca98e14781
,,none,motion_none,ground,ground,object/map_object/ob_1000_1015.ice,c86a5f004c871148df36c9cd14663b48
,,craft_pa,motion_none,ground,ground,object/map_object/ob_1000_1016.ice,af6c5e5132ad86f4e0fc53916dbc965a,c35f2b419fa0a378f7187f55fc56e297
,,craft_pa,motion_none,ground,ground,object/map_object/ob_1000_1017.ice,8f7590d4ccadba736b6b4d501ab01abd,dfcbbeed0c6983b1a372a0e6bcc10670
,,craft_pa,motion_none,ground,ground,object/map_object/ob_1000_1018.ice,aa12a9730f14d3df3fa885965899c3dd,f1852acaaae95f09272cb7b72ba155e2
,,craft_pa,motion_none,ground,ground,object/map_object/ob_1000_1019.ice,089b245be01db6153a6ae9e51ef70740,5c90d89a428b4bb2aa30a18be0dea767
,,craft_pa,motion_none,ground,ground,object/map_object/ob_1000_1020.ice,3e011207bbf1409dc1bfaca292391caf,9ad2873011beefa4530a42138a38c530
,,craft_pa,motion_none,ground,ground,object/map_object/ob_1000_1021.ice,4752744cbe375518794b37323a0862d8,1436b5a129602c87946071df37bbbb06
,,craft_pa,motion_none,ground,ground,object/map_object/ob_1000_1022.ice,141451c2b2f95820e56026bf60b85c59,0f26fc37974a65b862bd5b64faab5a50
,,craft_pa,motion_none,ground,ground,object/map_object/ob_1000_1023.ice,2f6914e35a478ebfc920214af0b1c9d8,c53fe31e48ec01007266f4711e5e1886
,,craft_pa,motion_none,ground,ground,object/map_object/ob_1000_1024.ice,ed3d1a7770637c728372d1b08c9dedb5,062b795dc7f2bda50cbd0a8ed55efdab
,,craft_pa,motion_none,ground,ground,object/map_object/ob_1000_1025.ice,7bb8fc558df219279565b7c0eb997ce0,1155ce00d33a1e8bcdfbd590972f3f17
,,myroom_console,motion_none,ground,ground,object/map_object/ob_1000_1026.ice,723c89074a3cb0a1d34fff89800b44d1,0a3d679485873c94eea040c37d66059b
,,visiphone,motion_none,ground,ground,object/map_object/ob_1000_1027.ice,26b365bd235ab066a3c6058b71a4acc5,746958336cc655ba515742e04aec47cf
,,warehouse,motion_none,ground,ground,object/map_object/ob_1000_1028.ice,f16d77833aaaa2d18a5d6557a7b878db,cff465fec6d71e9c4f71d18b8f3de12d
,,none,motion_none,ground,ground,object/map_object/ob_1000_1029.ice,4097fa09b35a34e67c6bed08ccd46fc7,2db4c6d9db227f1f96756714657a6086
,,none,motion_none,ground,ground,object/map_object/ob_1000_1030.ice,002913f568a1de9094bb1fbe798203a0,a56462554f9243f635ca6054b867613b
,,none,motion_none,ground,ground,object/map_object/ob_1000_1031.ice,f2278b54f816a09b05eea431ba801573,beaeba168b27066a49d0b8c7f0dff8e6
ブルー撮影ブース,Photo Booth - Blue,none,motion_none,ground,ground,object/map_object/ob_1000_1032.ice,69a748057c48431e4e912ca43efe31f2
グリーン撮影ブース,Photo Booth - Green,none,motion_none,ground,ground,object/map_object/ob_1000_1033.ice,5c3f140d29fbbf08095e75b549db1a89,91a0e60c13070249bdb071c82d18f887
,,none,motion_none,ground,ground,object/map_object/ob_1000_1034.ice,991856a67ba5b0bd5c3a443611224d7b,d8e3cdb970d3f2bbf44e7e6ddadc3ebe
,,none,motion_none,ground,ground,object/map_object/ob_1000_1035.ice,6c47d1c119bfe0c7d9cb4d0dd7dda0f5,4285b72d68dd2e35f6b48464b64e1124
,,none,motion_none,ground,deco,object/map_object/ob_1000_1036.ice,24652a33cd036ec572a2b6a2e4bc2609,ea40614a0e36cd1f89717560ca5f54c7
,,none,motion_none,ground,deco,object/map_object/ob_1000_1037.ice,72d63d26cadc8ec93daa10b4d146571d,23825c0040e01c3e4008d7efe845f28c
,,none,motion_none,ground,deco,object/map_object/ob_1000_1038.ice,d658bcd7ff778d49855b96e79c003d3d,43ead6505f37b115dd689a318a27d661
,,none,motion_none,wall,poster,object/map_object/ob_1000_1039.ice,576a0f28719b6d4e892bd0244ca8fa49
黄金色の彫像,Golden Idol,none,motion_none,ground,ground,object/map_object/ob_1000_1040.ice,2e0b8eb9c43c09e9a1be6f0ef5f0fbf9,b3db41750d3073ee12f2360cf89754dd
朱色の巨大門,Great Vermilion Gate,none,motion_none,ground,ground,object/map_object/ob_1000_1041.ice,c757571245a9a2d34a379ab2f071430f,35900b9d2fbc42311868208e5a79a4fb
四灯天吊灯,Four Hanging Lanterns,none,motion_none,ceiling,ground,object/map_object/ob_1000_1042.ice,6284f9bfbff9ede288f996e3244c58fc,c9d7516193d33526349b8a30be031aa8
『PSO2』設定資料集表紙ポスター,PSO2 Design DoBP - Poster,none,motion_none,wall,poster,object/map_object/ob_1000_1043.ice,0b51d9088a7d53c44daa452de78a989d
,,none,motion_none,wall,poster,object/map_object/ob_1000_1044.ice,d95af43fd088c11184fd7fc919875498
,,none,motion_none,wall,poster,object/map_object/ob_1000_1045.ice,cd1f1201529483f5746888e386caa31a
,,none,motion_none,ground,ground,object/map_object/ob_1000_1046.ice,cf31b25d8d583e0e23d6b313fe4fe7ab
,,none,motion_none,ground,ground,object/map_object/ob_1000_1047.ice,474b0c6ac9683508dd8eb35229d329fe
,,none,motion_none,ground,ground,object/map_object/ob_1000_1048.ice,ea235a90505bfbd4ce2f7f0a6f7c0bd9
,,none,motion_none,wall,poster,object/map_object/ob_1000_1049.ice,783ab110d0bf3c60d38cad714e606500
マトイポスター,Matoi Poster,none,motion_none,wall,poster,object/map_object/ob_1000_1050.ice,cc2b06dd26b2676affa76ed668fa2008
,,none,motion_none,wall,poster,object/map_object/ob_1000_1051.ice,432f6a837b7b6c78d314cd72bda898e4
,,none,motion_none,wall,poster,object/map_object/ob_1000_1052.ice,31fe26a0525ae02ddd1836036c761f46
,,none,motion_none,ground,ground,object/map_object/ob_1000_1053.ice,6ae95c059350336ab136f93519e0b0e8
,,none,motion_none,ground,ground,object/map_object/ob_1000_1054.ice,ae969ea9a3974d06d7939b6af13c7290,bfbff07f70b6a41b97333e35c06c33d4
,,none,motion_none,wall,poster,object/map_object/ob_1000_1055.ice,ad0d878bac92efd8ee4630d70fb9cc7c
,,none,motion_none,wall,poster,object/map_object/ob_1000_1056.ice,985615e0b2f0366b5aa70170def22dca
マトイ（イデア）ポスター,Matoi (Idea) Poster,none,motion_none,wall,poster,object/map_object/ob_1000_1057.ice,a788feb5c0f17f6f37944c0fa2a3cf59
,,none,motion_none,wall,poster,object/map_object/ob_1000_1058.ice,f5eb9154cab8727b5afe27abe5482066
,,none,motion_none,wall,poster,object/map_object/ob_1000_1059.ice,bd395708ead37d91b8f1da6bad617099
,,none,motion_none,wall,poster,object/map_object/ob_1000_1060.ice,631e128ffef8fa47d3e58f29ebbc2276
,,none,motion_none,wall,poster,object/map_object/ob_1000_1061.ice,1ca37aa3157820e31ef3cf14fc1f2850
,,none,motion_none,wall,poster,object/map_object/ob_1000_1062.ice,bef9b451a637dcb0067bda10d85e5205
,,none,motion_none,wall,poster,object/map_object/ob_1000_1063.ice,af905958244fba53ed7ba96787fe8b69
,,none,motion_none,ground,deco,object/map_object/ob_1000_1064.ice,a74374ffd9ab88b0c6531fe0aeb62767
,,none,motion_none,ground,deco,object/map_object/ob_1000_1065.ice,31fe7851544097172b03c939c33b1f7e
,,none,motion_none,ground,deco,object/map_object/ob_1000_1066.ice,1f0ca8cf3b276777b7d618762849bf1a
,,none,motion_none,ground,ground,object/map_object/ob_1000_1067.ice,4f7fcd402f4f879ac590abd087b884a4,0448f674f6fd5b0ad6abccd8d78d6dbe
,,none,motion_none,ground,ground,object/map_object/ob_1000_1068.ice,2e138504ab3ac734aaf29a09087f1b33,b9c5c40b1051cafed15abc8edbac4353
レコーディングマイク,Recording Mic,none,motion_none,ground,ground,object/map_object/ob_1000_1069.ice,fc708ca242589ad6d893fbdc3f006d63,b9f4352d1abf5826b3018abf280134fe
,,none,motion_none,ground,ground,object/map_object/ob_1000_1070.ice,8f28baed65e8a992eb663fbc297a8c16
,,none,motion_none,ground,ground,object/map_object/ob_1000_1071.ice,3dda30dca2b4f88e167e29ffd6d3988e
,,none,motion_none,wall,poster,object/map_object/ob_1000_1072.ice,935bea57c0e569260b9e2ffb1f117854
,,none,motion_none,wall,poster,object/map_object/ob_1000_1073.ice,a88912e4ddbe92689e746d4e070826d8
,,none,motion_none,wall,poster,object/map_object/ob_1000_1074.ice,01b48afdc17319164de37a43a606a726
,,none,motion_none,wall,poster,object/map_object/ob_1000_1075.ice,e8bb3dc998f55531f739d983ee9ce873
クーナステージ,Quna Stage,none,motion_none,ground,ground,object/map_object/ob_1000_1076.ice,a1ba34169119ccb22699445a3e04a5bd,0824fc1c501bc35c48bbd02bf7802911
クーナステージB,Quna Stage B,none,motion_none,ground,ground,object/map_object/ob_1000_1077.ice,7db474d7ab6d9e504584bf93f6e1cd81,d465ee5dadf9becaf50334c3d07d152d
電子ドラムセット,Electric Drum Set,drumpad,motion_none,ground,ground,object/map_object/ob_1000_1078.ice,573dafa1f68472e9c30f873ba09f560f,88cb80270adfd551fcdaf899777deaff
,,lightsource,motion_none,ground,ground,object/map_object/ob_1000_1079.ice,06101d87c43ec068c2b487b1ebe026d9,8f2c747fd475d871b3f866fda0f84586
,,none,motion_none,wall,poster,object/map_object/ob_1000_1080.ice,cea52d0a7f280de38d889c20668d06e6
,,none,motion_none,ground,deco,object/map_object/ob_1000_1081.ice,5c3452335cbe4136a048bb28767e7020
,,none,motion_none,ground,ground,object/map_object/ob_1000_1082.ice,7e24b4e89107c9ce01707fbcc336aa5d
,,none,motion_none,wall,poster,object/map_object/ob_1000_1083.ice,49f1f6eec29f9afcaa750551bdb08061
,,none,motion_none,wall,poster,object/map_object/ob_1000_1084.ice,4fbd17ad40dce78f3ec814b029731f2a
,,none,motion_none,wall,poster,object/map_object/ob_1000_1085.ice,80f82d19375a4a58226fa3120e44f5d9
,,none,motion_none,wall,poster,object/map_object/ob_1000_1086.ice,a69f003247aa60d10ba69647c52ae8c6
,,none,motion_none,wall,poster,object/map_object/ob_1000_1087.ice,b6a7bba13d63c78b6163ec0d58c9bbe0
,,none,motion_none,ground,ground,object/map_object/ob_1000_1088.ice,2e4c0c29fc3c21f8ae29d1f956fe4648
,,none,motion_none,ground,ground,object/map_object/ob_1000_1089.ice,81a070028ef8c6670af1d698dcc2551e
,,none,motion_none,ground,ground,object/map_object/ob_1000_1090.ice,4fd46111cb36db44b499c5bdee5f8f7f
,,custmize,motion_none,wall,ground,object/map_object/ob_1000_1091.ice,1cbfecd53cf94a210d90a55e86df801a
,,none,motion_none,wall,poster,object/map_object/ob_1000_1092.ice,58262ba3119f901fdb5e1f031dc5d20f
,,none,motion_none,ground,ground,object/map_object/ob_1000_1093.ice,583987ac6084824f5c208a186a782ad2
,,none,motion_none,ground,ground,object/map_object/ob_1000_1094.ice,e3596720df298568aa73724a529f9a6b
,,none,motion_none,ground,ground,object/map_object/ob_1000_1095.ice,8681d4657aa895597f3f0aa66a80df27,c48d02213b081ca9d5a68df2f9cd53e5
,,none,motion_none,ground,ground,object/map_object/ob_1000_1096.ice,0e516d221f8fda2743f054b18de6f342,427a2a1b0492a5c6e0fd8bcec1bd2687
ミニミニエスカタワー,Miniature Esca Tower,none,motion_none,ground,ground,object/map_object/ob_1000_1097.ice,ccac9d6ed58097758da10d1badd138be
電話ボックス,Phone Booth,none,motion_none,ground,ground,object/map_object/ob_1000_1098.ice,35235e8c58a03976c8fe62bc758fdff9
歩行者用信号機,Pedestrian's Street Light,none,motion_none,ground,ground,object/map_object/ob_1000_1099.ice,fe9113b2db24127c18595576b8f51bf1
保健室のベッド,Nurse's Office Bed,motion,motion_sleeping,ground,ground,object/map_object/ob_1000_1100.ice,c9e05ae6e2445b1f636013476da37e61,1c5e0392e81420a07e426ab26cba7eda
学校の机B,School Desk B,custmize,motion_none,ground,ground,object/map_object/ob_1000_1101.ice,73f24453f0461a45b9318c52449c961d,f0a61e4acfc619c287b7b29eafc89376
学校の椅子B,School Chair B,motion,motion_sitdown,ground,ground,object/map_object/ob_1000_1102.ice,439d35c850dc6e9637caa58326128d8f,80a71ecdfdc234741daa6ee21f5991af
パイプ椅子,Steel Chair,motion,motion_sitdown,ground,ground,object/map_object/ob_1000_1103.ice,500441b09957630131dd239ed66b9bd8,1bfdcb1bec7157159b071a44475e8977
学校のロッカー,School Locker,custmize,motion_none,wall,ground,object/map_object/ob_1000_1104.ice,c13424eedd1541abd0c49750778b4745,a4febb83f1325dac053cb4143d1ad545
学校の大型掲示板,Large School Message Board,none,motion_none,wall,ground,object/map_object/ob_1000_1105.ice,a49e33d0e22937496181b267dc563266,b3e6627deffa64050f1b9b27f72d1816
学校の掲示板,School Message Board,none,motion_none,wall,ground,object/map_object/ob_1000_1106.ice,0fd8468a2fe17c7fbef0d590df98ad73,4391a18a3ecc9bfdab5adfbe50068ba8
アサガオの鉢,Morning Glory Flowerpot,none,motion_none,ground,ground,object/map_object/ob_1000_1107.ice,74b3a655b4a027081349835fbb694b0e,6123a8af7c35df5c547ca02b217bd577
教科書セット,Textbook Set,none,motion_none,ground,deco,object/map_object/ob_1000_1108.ice,0268f163e95650dcb2c74572159e9783,5fab69a8793aaf21516626d583335f25
黒ランドセル,Backpack - Black,none,motion_none,ground,deco,object/map_object/ob_1000_1109.ice,854a21eb1276fe23453393853ca1fb2b,0ef5260ceb810bfb71883a00f5309bfc
スクールバッグ,Satchel,none,motion_none,ground,deco,object/map_object/ob_1000_1110.ice,59058722f0164b0fbdbd365a943d0ccd,3dc0cb793472a6ae94ec8007a5655e96
学校の給食,School Lunch,none,motion_none,ground,deco,object/map_object/ob_1000_1111.ice,4fe9d3e2033846104346a90e0a02777b,576c3d952ca2c14482c770f6871e6799
保健室のベッドB,Nurse's Office Bed B,motion,motion_sleeping,ground,ground,object/map_object/ob_1000_1112.ice,a8b646562d969ab45bb369414b96ba07
学校の机C,School Desk C,custmize,motion_none,ground,ground,object/map_object/ob_1000_1113.ice,6b0eb4d34e608f609b904317636a17e6
学校の椅子C,School Chair C,motion,motion_sitdown,ground,ground,object/map_object/ob_1000_1114.ice,71478c80f3df35dbdeeea2e76dc4a5bf
パイプ椅子B,Folding Chair B,motion,motion_sitdown,ground,ground,object/map_object/ob_1000_1115.ice,012c2915442b60b3a87bbce3ba703739
学校のロッカーB,School Locker B,custmize,motion_none,wall,ground,object/map_object/ob_1000_1116.ice,95c8b698d9dd0a5539938b84eb7f28f0
学校の大型掲示板B,Large School Message Board B,none,motion_none,wall,ground,object/map_object/ob_1000_1117.ice,85cd61b6ae209d4123a79f60b18feb78
学校の掲示板B,School Message Board B,none,motion_none,wall,ground,object/map_object/ob_1000_1118.ice,8326685a0d6c5a40e8db6865fa84e36a
アサガオの鉢B,Morning Glory Flowerpot B,none,motion_none,ground,ground,object/map_object/ob_1000_1119.ice,01d5cb4c9ba6bfbe4b0d9966531c63ce
教科書セットB,Textbook Set B,none,motion_none,ground,deco,object/map_object/ob_1000_1120.ice,e0b358c3855e9422c15cf495aa4b81c1
赤ランドセル,Backpack - Red,none,motion_none,ground,deco,object/map_object/ob_1000_1121.ice,1d16f3abad32ff01e6b111437085c988
スクールバッグB,Satchel B,none,motion_none,ground,deco,object/map_object/ob_1000_1122.ice,3e60fc8ba663cdbe801c5ed03852fbdb
学校の給食B,School Lunch B,none,motion_none,ground,deco,object/map_object/ob_1000_1123.ice,994042dd67c971ab35e20f868c3feeb8
掃除用具入れ,Janitor's Closet,none,motion_none,wall,ground,object/map_object/ob_1000_1124.ice,c774894f3c58a83208d4cb22ea88a177,b0bc49fedbbdd6a3257e6019d93c410e
学校の下駄箱,School Shoe Rack,none,motion_none,ground,ground,object/map_object/ob_1000_1125.ice,8ccbf947f95198e8c1595d51d8df4482,4bc0bd31523038c9a738a009a35005e9
学校の本棚,School Bookshelf,none,motion_none,wall,ground,object/map_object/ob_1000_1126.ice,aba4e95382e449545945cddf4e7b367a,b23826dc3fa9d6fe5dcae5a5d6177501
実験用机,Experiment Table,custmize,motion_none,ground,ground,object/map_object/ob_1000_1127.ice,9c577ac1dacd508af6f1e441e123247d,ceb3650526cef3ee4c9974372cc69280
人体模型,Anatomy Model,none,motion_none,ground,ground,object/map_object/ob_1000_1128.ice,f2f75f823f364868f05591c66b79f66d
実験セット,Lab Experiment Set,none,motion_none,ground,deco,object/map_object/ob_1000_1129.ice,cd5756cb8b864c40b3ddde93a6b8c1f7
絵画セット,Painting Set,none,motion_none,ground,ground,object/map_object/ob_1000_1130.ice,be94de5b288738001cf53ada7c2624e3,0631f9272fa9dfc3db21026da46cf20b
水槽,Aquarium,none,motion_none,ground,deco,object/map_object/ob_1000_1131.ice,ceb06d6d92712536fa367b34f7692962,8af6cf1d7a98f506db185e28e6b81300
跳び箱,Vaulting Horse,none,motion_none,ground,ground,object/map_object/ob_1000_1132.ice,323f99e4218bb74ed44566da5c254303
体育マット,Exercise Mat,none,motion_none,ground,ground,object/map_object/ob_1000_1133.ice,de67d63ab9637bf0f77e7634aaac2051
ラインパウダー,Chalk Line,none,motion_none,ground,ground,object/map_object/ob_1000_1134.ice,361696258fecf8da6e93d0f3063a87c6
学校のベンチ,School Bench,motion,motion_sitdown,ground,ground,object/map_object/ob_1000_1135.ice,a9d1e687b10d5070661626aeef7e5326
リゾートライト,Resort Lighting,none,motion_none,ceiling,ground,object/map_object/ob_1000_1136.ice,232f45bbff54273e537f1a7f87d50460
リゾートベッド,Resort Bed,motion,motion_sleeping,ground,ground,object/map_object/ob_1000_1137.ice,51a113d77013794741c1337b115051d8
リゾートローテーブル,Resort Low Table,custmize,motion_none,ground,ground,object/map_object/ob_1000_1138.ice,9861e9094b9bc412aea4fb40922c5618
リゾートチェア,Resort Chair,motion,motion_sitdown,ground,ground,object/map_object/ob_1000_1139.ice,ddab2d00a8159362207fc5f1417c5879
リゾートソファ,Resort Sofa,motion,motion_sitdown,ground,ground,object/map_object/ob_1000_1140.ice,c2138fcb03590e5bea19b26c4359a6f2
リゾートラグ,Resort Rug,none,motion_none,ground,ground,object/map_object/ob_1000_1141.ice,9e8ea04833979afbd949036d033b0557
リゾートシェルフ,Resort Shelf,custmize,motion_none,wall,ground,object/map_object/ob_1000_1142.ice,77211e1dabc9f46947929d9b0fb44cc2
リゾートスタンド,Resort Stand,none,motion_none,ground,ground,object/map_object/ob_1000_1143.ice,bcbe251af582e5a8e81f9b642533405a
リゾートスクリーン,Resort Screen,none,motion_none,ground,ground,object/map_object/ob_1000_1144.ice,402d632170117fd06d795b34a0855e81
リゾートロングチェア,Resort Long Chair,motion,motion_sitdown,ground,ground,object/map_object/ob_1000_1145.ice,1b030c06fe90cc123bdf207d2640f1fa
リゾートサイドテーブル,Resort Side Table,custmize,motion_none,ground,ground,object/map_object/ob_1000_1146.ice,14cad3f29f13853c3c3eef22d0a2d9f7
リゾートタペストリー,Resort Tapestry,none,motion_none,wall,ground,object/map_object/ob_1000_1147.ice,5cc8c4b36f7843d05cf0b01ca8956d60
リゾートパーム,Resort Palm Tree,none,motion_none,ground,ground,object/map_object/ob_1000_1160.ice,297bad0856f1fd895ea4ae6b3f5839da
リゾートプランター,Resort Planter,none,motion_none,ground,ground,object/map_object/ob_1000_1161.ice,5fe55d8dc70e75a5bc9902867644958a
リゾートフルーツ,Resort Fruits,none,motion_none,ground,deco,object/map_object/ob_1000_1162.ice,1bd7b545d393800c54b7d78da8e23037
リゾートプレート,Resort Plate,none,motion_none,ground,deco,object/map_object/ob_1000_1163.ice,cdb59478286d41fb3d009ebb22f39c1b
